Source_IP,Destination_IP,Source_Port,Destination_Port,Protocol,Packet_Size,Inter_Arrival_Time,Flow_Duration,Throughput,Jitter,Label
132.171.231.87,69.185.135.155,40417,178,UDP,485,0.03263,29.23,16.59,7.06,FTP
97.146.157.106,76.101.107.75,15372,360,UDP,1326,0.015464,20.26,65.45,1.33,Normal
164.132.7.190,219.72.182.213,14903,260,ICMP,776,0.064543,17.1,45.38,5.34,FTP
210.141.95.222,103.125.148.144,40692,316,ICMP,142,0.069747,15.14,9.38,1.66,Normal
94.190.97.13,141.253.174.125,21757,73,TCP,937,0.025211,9.27,101.08,3.18,HTTP
145.166.101.54,8.63.204.68,60561,421,ICMP,297,0.004336,12.79,23.22,2.62,HTTP
142.106.176.135,201.110.89.233,62540,138,TCP,453,0.061376,24.74,18.31,1.34,DDoS
55.86.46.78,195.227.179.67,37160,261,UDP,423,0.012866,29.58,14.3,2.54,HTTP
241.251.16.248,110.103.5.164,16576,298,TCP,812,0.023812,15.39,52.76,0.79,FTP
133.183.110.50,225.34.26.129,36730,370,ICMP,554,0.089967,26.61,20.82,5.06,HTTP
94.111.166.223,105.85.116.23,23920,360,TCP,774,0.061971,0.49,1579.59,6.77,DDoS
58.117.189.215,182.61.99.45,9759,108,UDP,1434,0.017001,26.16,54.82,8.51,DDoS
93.128.31.126,103.79.227.230,36604,40,TCP,815,0.063445,3.87,210.59,0.5,HTTP
223.8.164.202,149.75.51.184,47558,88,ICMP,1087,0.008887,15.06,72.18,1.91,FTP
63.118.132.196,194.49.36.16,54754,21,ICMP,573,0.090193,7.99,71.71,6.42,FTP
39.102.72.67,125.3.49.146,12639,127,UDP,326,0.035051,14.14,23.06,4.97,FTP
60.161.229.202,134.238.23.47,13924,62,ICMP,355,0.014191,9.05,39.23,5.95,Normal
209.9.115.120,87.157.134.179,44852,270,TCP,435,0.042383,14.21,30.61,1.96,ICMP
130.106.152.9,201.102.235.144,48830,247,ICMP,705,0.071636,11.82,59.64,8.78,FTP
24.183.3.155,18.234.164.188,52657,284,TCP,1289,0.027634,18.78,68.64,6.1,HTTP
167.184.141.208,159.11.95.195,7491,303,UDP,1144,0.096951,23.33,49.04,7.5,Normal
47.248.120.36,161.0.56.92,18241,400,UDP,266,0.017395,21.5,12.37,3.09,FTP
144.193.83.140,178.40.34.93,29033,202,UDP,824,0.078717,4.14,199.03,2.21,HTTP
61.6.253.78,90.7.95.119,48654,285,UDP,534,0.030434,16.02,33.33,3.09,HTTP
24.232.27.186,89.204.126.18,20709,428,ICMP,1376,0.059529,5.51,249.73,6.91,HTTP
81.53.15.37,30.69.67.189,12060,166,TCP,434,0.076363,5.51,78.77,4.55,FTP
40.12.46.104,175.147.145.133,12994,441,ICMP,777,0.049831,0.97,801.03,8.25,Normal
4.132.251.80,219.37.178.250,47436,238,TCP,253,0.08987,24.24,10.44,5.31,Normal
184.77.48.13,223.214.30.39,26796,385,UDP,288,0.08957,5.44,52.94,9.2,Normal
162.64.45.148,132.121.112.89,9386,83,ICMP,748,0.038017,13.15,56.88,9.12,ICMP
181.156.232.135,39.35.62.152,16428,209,ICMP,617,0.06985,7.75,79.61,5.84,HTTP
59.134.173.231,94.109.118.227,32768,349,ICMP,1412,0.002685,15.34,92.05,9.89,DDoS
77.115.234.154,111.95.145.194,48229,415,UDP,1289,0.061692,8.94,144.18,4.35,ICMP
185.246.242.36,126.4.13.230,47440,378,ICMP,1083,0.091408,18.46,58.67,7.63,ICMP
167.125.54.60,113.164.31.160,14942,334,ICMP,365,0.096037,4.2,86.9,9.61,FTP
235.54.75.0,185.157.89.152,49974,296,TCP,1397,0.039368,24.14,57.87,1.7,HTTP
11.105.79.44,246.87.75.66,15885,184,UDP,421,0.048444,20.06,20.99,1.77,FTP
185.111.233.153,54.207.197.82,8797,292,ICMP,1034,0.079803,12.8,80.78,5.12,ICMP
16.212.107.9,39.66.156.90,39336,348,TCP,1014,0.079206,28.76,35.26,7.67,FTP
173.77.233.53,37.39.147.127,49961,197,TCP,224,0.008304,2.51,89.24,1.52,DDoS
23.231.203.52,224.66.42.133,24537,437,UDP,121,0.092317,1.55,78.06,9.88,ICMP
27.156.116.78,45.176.107.59,7521,423,TCP,1085,0.070627,17.13,63.34,2.38,ICMP
120.163.124.133,153.231.54.117,1557,118,TCP,447,0.090995,8.78,50.91,0.35,Normal
124.1.11.242,228.115.226.4,7520,290,UDP,1089,0.045729,8.44,129.03,5.19,DDoS
225.59.42.166,170.225.7.238,16482,99,TCP,312,0.004121,0.57,547.37,2.62,FTP
223.45.40.153,166.17.216.30,43673,252,TCP,1128,0.01948,21.25,53.08,5.88,HTTP
131.33.80.53,138.116.84.90,61224,353,TCP,168,0.041716,6.89,24.38,0.1,ICMP
21.104.72.243,210.18.29.228,4663,148,UDP,982,0.023509,1.49,659.06,1.45,DDoS
122.20.14.127,76.8.49.116,64638,259,TCP,117,0.071909,28.35,4.13,6.21,FTP
197.53.40.128,84.142.52.144,44748,241,TCP,1128,0.082047,8.79,128.33,5.77,FTP
201.99.175.186,183.222.192.140,6474,173,UDP,1379,0.014864,2.06,669.42,9.26,HTTP
6.202.185.237,117.247.193.62,18572,89,ICMP,830,0.059878,17.84,46.52,6.98,ICMP
123.36.238.196,147.65.71.116,11752,327,TCP,1342,0.073676,28.21,47.57,7.89,ICMP
199.254.184.3,57.224.156.222,30391,330,ICMP,247,0.043006,29.14,8.48,2.17,ICMP
124.8.95.8,182.33.222.22,10412,212,ICMP,749,0.031092,27.83,26.91,1.76,FTP
250.129.204.98,247.126.45.205,18766,145,TCP,626,0.077142,14.02,44.65,0.13,ICMP
230.204.44.48,155.210.109.215,58780,311,UDP,383,0.003661,6.92,55.35,5.71,DDoS
250.113.199.168,126.161.172.41,40605,379,ICMP,716,0.089219,22.2,32.25,1.56,ICMP
1.79.68.232,120.100.66.124,61371,117,UDP,981,0.040232,22.58,43.45,1.56,FTP
201.99.10.24,211.140.49.161,51879,398,ICMP,1267,0.058887,4.01,315.96,6.74,Normal
98.145.54.158,238.7.186.157,49220,292,TCP,1135,0.076491,22.88,49.61,4.7,ICMP
139.108.215.193,49.172.71.48,3006,334,TCP,748,0.07866,18.15,41.21,7.44,FTP
2.70.70.248,133.132.156.178,29634,374,ICMP,1211,0.088668,16.71,72.47,6.34,DDoS
58.103.184.235,37.224.135.9,63077,93,ICMP,1168,0.040054,17.41,67.09,7.5,Normal
103.7.96.23,31.173.155.147,65319,108,UDP,543,0.050945,17.58,30.89,2.44,HTTP
35.41.231.232,39.88.225.217,50164,188,TCP,723,0.052116,12.45,58.07,5.67,ICMP
126.205.33.182,163.89.156.165,23666,106,ICMP,414,0.054814,2.89,143.25,0.73,FTP
56.62.192.12,133.130.107.163,30107,369,UDP,337,0.046779,4.72,71.4,0.97,Normal
185.194.214.253,41.244.199.3,56261,177,UDP,238,0.015307,4.68,50.85,8.37,DDoS
217.137.189.84,91.186.34.108,29839,140,UDP,835,0.060748,27.75,30.09,5.88,DDoS
11.204.169.205,119.216.199.196,5978,48,UDP,620,0.020622,25.19,24.61,2.54,DDoS
185.133.163.123,119.140.4.200,36650,95,UDP,458,0.033551,8.86,51.69,4.5,FTP
9.234.230.173,117.202.88.60,10924,383,UDP,966,0.075627,28.75,33.6,9.34,HTTP
177.19.51.181,240.47.51.1,45492,326,TCP,631,0.086583,3.97,158.94,8.4,DDoS
113.153.89.177,38.123.30.144,58995,55,ICMP,773,0.022265,22.39,34.52,3.3,DDoS
181.20.83.229,61.212.106.191,26320,428,ICMP,1357,0.079575,15.71,86.38,4.44,DDoS
122.72.123.21,79.99.232.144,63228,123,UDP,280,0.00598,29.98,9.34,5.51,DDoS
11.102.54.163,16.159.167.34,16845,217,TCP,1232,0.006821,29.16,42.25,3.65,ICMP
41.189.242.139,220.215.160.239,32927,220,ICMP,1415,0.051401,15.26,92.73,5.99,DDoS
172.40.215.108,187.201.97.139,26937,203,ICMP,1184,0.040618,10.17,116.42,8.85,Normal
128.11.246.54,92.227.240.54,4753,407,ICMP,324,0.074981,24.58,13.18,6.45,DDoS
48.162.79.249,5.103.10.207,64725,108,ICMP,480,0.059584,23.0,20.87,5.71,HTTP
181.105.138.29,143.225.184.135,8801,110,UDP,85,0.013168,4.2,20.24,0.47,Normal
239.151.218.111,68.72.186.235,43844,133,UDP,364,0.090286,4.61,78.96,5.38,DDoS
116.218.248.205,26.57.153.191,19789,262,UDP,1010,0.050871,16.49,61.25,9.28,ICMP
10.206.143.147,176.90.77.178,42292,336,ICMP,179,0.080633,26.05,6.87,9.64,ICMP
115.86.225.110,54.248.100.52,47908,230,UDP,854,0.011502,18.56,46.01,5.94,DDoS
124.73.174.37,115.180.104.5,8510,302,ICMP,281,0.098916,6.08,46.22,6.08,Normal
220.167.251.253,169.125.22.101,1265,20,UDP,1109,0.078919,16.47,67.33,4.86,DDoS
121.77.252.7,70.98.195.176,54624,424,TCP,241,0.080108,5.33,45.22,2.46,ICMP
62.202.82.158,38.98.29.101,55399,212,UDP,1129,0.086027,7.62,148.16,4.01,DDoS
168.2.234.171,40.239.43.75,11440,275,UDP,73,0.083203,14.66,4.98,0.09,HTTP
196.108.183.77,29.134.243.195,10499,82,TCP,695,0.059695,15.95,43.57,9.89,ICMP
242.250.154.89,150.93.200.176,9074,419,UDP,1160,0.032423,24.06,48.21,0.62,FTP
65.126.80.163,253.235.206.17,2635,79,TCP,376,0.086629,6.19,60.74,5.84,HTTP
31.125.210.112,171.12.83.20,54295,361,UDP,659,0.042148,18.63,35.37,3.61,HTTP
113.229.145.22,190.30.14.106,15197,272,TCP,810,0.07134,14.02,57.77,2.48,HTTP
163.72.245.157,30.92.221.66,7536,314,UDP,1427,0.024951,4.43,322.12,3.19,DDoS
176.41.33.155,250.62.36.234,34010,220,TCP,229,0.067483,28.03,8.17,5.31,DDoS
103.24.9.28,92.133.161.142,45345,56,ICMP,1088,0.009008,11.77,92.44,5.62,FTP
173.39.227.38,205.39.85.163,35640,299,TCP,813,0.002554,27.03,30.08,9.81,Normal
96.79.47.18,94.167.50.203,10644,233,TCP,67,0.064173,26.61,2.52,4.04,FTP
221.81.191.229,18.210.116.105,8842,255,TCP,815,0.067947,17.68,46.1,9.79,FTP
147.239.210.134,82.8.131.211,30846,233,UDP,218,0.007956,27.14,8.03,0.48,DDoS
241.131.6.174,44.8.75.242,19053,314,TCP,1159,0.012523,21.45,54.03,7.52,Normal
143.254.50.149,47.2.57.138,35166,413,TCP,1401,0.062414,2.52,555.95,9.35,ICMP
83.217.41.226,145.102.173.113,42204,286,UDP,1417,0.091885,15.85,89.4,8.46,FTP
11.146.30.128,10.127.78.13,24018,283,UDP,611,0.055264,18.37,33.26,8.8,DDoS
191.12.221.219,159.183.85.122,65351,429,TCP,1089,0.040406,18.45,59.02,0.35,FTP
81.232.160.146,234.204.103.148,37974,313,UDP,676,0.055016,16.73,40.41,3.0,Normal
47.139.96.97,188.46.116.183,53652,79,ICMP,721,0.00627,10.68,67.51,1.06,FTP
108.191.44.87,187.21.135.79,8027,185,TCP,1235,0.052745,25.57,48.3,0.98,FTP
178.198.72.236,253.214.175.30,57062,251,TCP,195,0.041239,6.07,32.13,8.25,FTP
220.74.207.16,132.136.187.20,28884,235,UDP,1493,0.002084,10.55,141.52,7.69,FTP
202.14.160.31,215.80.40.116,45064,45,TCP,210,0.064952,5.28,39.77,9.57,DDoS
42.151.209.53,37.145.217.80,6165,188,UDP,584,0.048836,15.58,37.48,7.13,HTTP
55.175.54.216,155.253.112.90,42501,266,UDP,758,0.06196,0.5,1516.0,3.88,FTP
86.180.205.153,193.214.30.71,36424,148,UDP,985,0.098178,16.26,60.58,9.51,FTP
33.191.98.243,43.217.210.166,64816,419,TCP,1493,0.053761,1.08,1382.41,9.0,ICMP
149.179.134.3,14.197.249.229,47258,329,TCP,846,0.018243,29.44,28.74,1.83,FTP
242.216.32.160,38.226.202.163,16102,363,TCP,565,0.044962,12.22,46.24,5.74,HTTP
94.43.206.156,217.8.247.180,27133,130,UDP,886,0.089851,19.86,44.61,6.54,ICMP
152.202.104.255,200.31.42.139,42712,381,UDP,1341,0.057866,25.64,52.3,7.23,FTP
116.185.99.98,97.121.227.52,38691,304,UDP,450,0.083055,15.98,28.16,9.46,FTP
145.243.140.165,100.49.177.215,6511,367,ICMP,95,0.058338,28.83,3.3,7.73,DDoS
104.7.224.46,232.198.113.154,37180,181,UDP,1244,0.042738,6.76,184.02,7.04,Normal
80.145.80.44,152.80.189.108,7687,49,ICMP,1496,0.026391,0.14,10685.71,8.9,DDoS
24.139.173.19,207.217.226.197,47496,401,UDP,781,0.043194,26.14,29.88,6.94,Normal
166.39.26.202,186.62.224.76,51635,141,ICMP,754,0.055864,26.92,28.01,1.77,Normal
64.23.114.67,208.41.36.218,60973,417,ICMP,609,0.082648,21.76,27.99,5.61,Normal
58.33.216.247,9.135.245.65,29248,316,UDP,106,0.002958,25.89,4.09,0.6,HTTP
127.119.117.179,213.198.131.77,4462,50,TCP,497,0.01213,26.49,18.76,2.87,HTTP
178.153.174.145,178.205.62.38,11288,218,TCP,73,0.071207,15.56,4.69,6.47,Normal
95.176.213.109,181.209.197.38,16539,193,TCP,273,0.015193,10.88,25.09,0.24,FTP
206.112.147.11,19.20.148.92,60632,378,UDP,753,0.059217,4.85,155.26,1.35,FTP
108.191.240.238,119.222.224.106,57849,47,ICMP,1042,0.016338,1.73,602.31,7.61,FTP
215.154.53.6,154.143.91.113,6058,372,TCP,966,0.056708,3.86,250.26,8.9,FTP
118.115.1.112,161.88.123.130,25918,127,ICMP,576,0.085243,28.11,20.49,0.65,Normal
223.190.9.127,255.214.110.30,19010,441,TCP,440,0.090952,22.43,19.62,8.24,DDoS
207.59.27.32,90.27.192.128,32482,302,UDP,352,0.026052,7.05,49.93,3.93,HTTP
75.19.49.68,144.172.91.13,1451,272,ICMP,505,0.074494,26.23,19.25,4.62,DDoS
126.37.147.11,95.116.182.60,3579,194,UDP,964,0.009732,23.92,40.3,2.06,FTP
58.149.216.68,23.246.132.1,47701,79,TCP,919,0.074623,10.43,88.11,9.93,HTTP
89.250.175.6,101.109.28.197,7636,116,ICMP,1274,0.057869,28.67,44.44,4.11,HTTP
27.195.132.90,55.163.155.67,41495,126,TCP,118,0.033147,16.95,6.96,6.9,HTTP
58.132.196.230,37.180.192.105,4234,217,ICMP,804,0.048571,23.97,33.54,3.49,ICMP
100.121.46.88,128.142.39.146,20329,288,ICMP,1487,0.066586,23.27,63.9,2.15,DDoS
26.238.162.120,177.171.51.18,52700,25,ICMP,1429,0.047174,24.78,57.67,0.55,DDoS
248.231.106.231,172.238.234.216,27537,212,UDP,434,0.042739,10.84,40.04,0.12,Normal
17.92.102.204,90.108.136.212,54914,244,TCP,1366,0.060445,5.99,228.05,9.68,HTTP
250.73.30.63,91.138.97.129,57604,257,UDP,247,0.095438,0.14,1764.29,2.45,FTP
246.219.137.78,95.212.178.221,11626,144,ICMP,482,0.023957,0.73,660.27,4.88,ICMP
193.100.83.63,171.93.180.178,36836,128,ICMP,1449,0.014338,27.36,52.96,6.11,HTTP
138.41.140.60,100.97.44.173,18472,94,ICMP,1258,0.040213,6.34,198.42,1.1,ICMP
178.57.122.216,30.172.1.193,7570,262,UDP,691,0.032066,19.42,35.58,5.16,FTP
241.109.210.14,232.190.158.66,53050,384,UDP,320,0.001522,11.35,28.19,5.13,FTP
220.255.229.214,181.249.61.45,1515,309,ICMP,1066,0.069793,19.13,55.72,4.13,FTP
148.78.69.119,19.150.59.48,17542,250,UDP,1486,0.012131,29.73,49.98,7.14,DDoS
127.138.193.210,220.207.219.168,64211,419,UDP,793,0.017193,1.56,508.33,4.22,FTP
186.90.0.125,241.49.137.170,15844,227,ICMP,1164,0.027659,5.39,215.96,6.96,Normal
16.255.110.88,87.206.155.196,40010,417,ICMP,460,0.004288,7.94,57.93,5.88,Normal
106.210.23.81,131.243.152.65,46705,237,ICMP,570,0.034874,28.19,20.22,0.68,FTP
26.36.218.114,192.196.217.36,50362,201,UDP,1367,0.039393,3.76,363.56,8.25,DDoS
187.133.146.130,92.247.0.222,44981,348,ICMP,206,0.096239,5.73,35.95,5.65,ICMP
240.210.55.235,113.115.212.20,20281,368,TCP,154,0.087958,21.39,7.2,1.52,FTP
13.116.112.71,130.252.241.140,19110,253,ICMP,163,0.008631,26.53,6.14,7.98,DDoS
108.250.10.27,145.64.15.159,16858,82,ICMP,1222,0.073325,22.91,53.34,5.56,DDoS
199.199.143.225,97.217.74.75,11317,39,UDP,934,0.083997,4.65,200.86,2.05,FTP
223.115.160.28,209.45.86.254,18979,26,UDP,851,0.061844,17.49,48.66,9.11,DDoS
55.70.124.169,61.106.37.234,3636,298,ICMP,1107,0.077379,3.62,305.8,4.37,Normal
225.155.55.16,100.52.250.243,36829,144,UDP,73,0.044411,13.17,5.54,8.44,DDoS
79.13.252.165,81.201.118.64,40183,432,UDP,878,0.053743,28.74,30.55,5.17,Normal
10.10.42.198,31.22.189.89,49139,75,ICMP,1070,0.073125,24.03,44.53,6.21,FTP
22.247.189.6,126.124.159.120,29703,116,UDP,452,0.032059,20.03,22.57,4.76,Normal
118.103.91.146,144.88.126.36,43898,154,ICMP,1341,0.009717,5.28,253.98,4.04,FTP
205.240.249.188,101.21.148.238,9496,80,UDP,582,0.04402,14.19,41.01,4.83,DDoS
14.205.36.60,72.198.51.223,16277,338,UDP,1180,0.031174,1.4,842.86,4.53,FTP
12.39.146.103,185.141.105.42,5267,290,ICMP,567,0.036005,20.42,27.77,6.29,HTTP
222.248.139.47,190.186.221.230,46548,193,ICMP,697,0.048049,24.47,28.48,8.39,HTTP
224.34.211.35,72.48.140.236,64857,400,ICMP,937,0.009169,2.82,332.27,1.91,ICMP
221.89.107.221,187.143.245.66,25575,397,ICMP,776,0.072763,28.64,27.09,5.12,HTTP
51.115.57.55,154.4.102.16,52152,255,ICMP,1373,0.002517,23.09,59.46,3.88,Normal
222.254.199.85,196.169.182.158,27160,329,UDP,1370,0.06956,8.73,156.93,2.45,HTTP
179.48.123.109,67.176.229.13,8343,95,TCP,427,0.014932,16.3,26.2,8.5,DDoS
230.168.20.41,186.110.212.223,22951,41,TCP,334,0.009459,25.88,12.91,9.48,FTP
188.201.162.29,127.130.172.223,6554,277,ICMP,632,0.024026,0.11,5745.45,5.62,Normal
181.180.161.234,13.253.45.2,37333,110,ICMP,720,0.032783,14.38,50.07,0.38,HTTP
172.208.146.117,156.193.108.142,65359,214,ICMP,952,0.076328,0.46,2069.57,0.38,HTTP
159.44.30.145,48.207.93.81,58998,345,UDP,742,0.088878,11.08,66.97,9.69,DDoS
27.216.84.23,78.211.214.13,57236,313,ICMP,1053,0.06974,3.14,335.35,5.22,FTP
13.18.76.183,211.136.63.6,12207,186,ICMP,1179,0.01107,1.28,921.09,5.74,DDoS
56.39.119.84,231.53.138.50,18882,83,UDP,674,0.053596,22.88,29.46,3.94,Normal
111.207.133.22,176.26.51.114,52106,129,ICMP,517,0.067427,22.09,23.4,2.52,ICMP
31.93.31.130,40.213.13.105,30333,295,ICMP,255,0.042662,28.13,9.07,7.24,DDoS
132.184.23.81,156.81.99.171,42958,46,TCP,748,0.025807,4.17,179.38,3.6,ICMP
224.2.205.181,172.242.39.52,30681,21,UDP,741,0.025085,10.65,69.58,5.28,HTTP
81.76.233.126,44.166.171.149,33038,399,TCP,864,0.097801,27.2,31.76,8.75,FTP
178.91.45.18,23.206.182.42,50033,36,ICMP,872,0.02399,1.6,545.0,1.93,FTP
145.104.236.98,10.133.33.53,12032,428,ICMP,269,0.00208,10.61,25.35,2.09,HTTP
14.23.148.240,254.7.44.38,29926,181,UDP,585,0.065726,29.24,20.01,7.04,ICMP
186.28.84.240,20.225.204.187,9649,128,TCP,804,0.017507,2.52,319.05,1.3,HTTP
166.44.181.115,202.33.176.169,6993,145,TCP,1425,0.079985,10.33,137.95,1.87,Normal
40.167.213.227,209.74.32.169,39526,157,UDP,340,0.020143,9.29,36.6,1.51,ICMP
85.96.98.32,134.100.14.189,42644,289,ICMP,345,0.002228,10.09,34.19,9.24,Normal
25.138.77.115,85.176.110.219,43683,117,TCP,267,0.052748,24.7,10.81,7.65,HTTP
244.39.23.82,182.182.14.35,24910,158,UDP,1128,0.031606,8.69,129.8,8.89,FTP
237.27.245.77,187.56.31.7,28259,374,ICMP,356,0.041972,24.22,14.7,9.76,Normal
86.219.203.104,215.79.111.29,6776,359,ICMP,579,0.059333,27.12,21.35,6.22,ICMP
187.179.196.244,210.186.56.225,51728,321,ICMP,386,0.010109,15.07,25.61,3.41,FTP
42.77.36.27,86.177.200.220,47017,365,ICMP,1207,0.064866,1.75,689.71,8.9,ICMP
41.47.138.255,216.43.174.123,23139,182,TCP,1175,0.037187,19.14,61.39,3.52,DDoS
26.102.203.102,137.228.116.206,36093,134,UDP,238,0.048407,8.08,29.46,8.65,DDoS
88.215.101.156,209.204.241.209,61970,241,TCP,466,0.097001,10.12,46.05,0.34,DDoS
181.50.216.29,47.78.64.38,4666,110,ICMP,332,0.006858,20.31,16.35,8.26,FTP
6.75.228.194,129.254.230.123,42908,293,UDP,579,0.030585,19.44,29.78,8.32,ICMP
109.197.17.42,106.194.240.32,1929,311,ICMP,417,0.053285,6.99,59.66,8.44,HTTP
240.75.35.41,188.84.62.36,40523,396,ICMP,1275,0.013935,18.2,70.05,5.84,FTP
14.24.222.77,141.210.35.124,50822,436,UDP,1016,0.084694,1.99,510.55,0.09,ICMP
218.16.78.200,19.69.222.178,5413,36,TCP,438,0.00118,19.59,22.36,2.98,FTP
216.94.43.36,17.38.223.101,30372,290,ICMP,837,0.001719,1.73,483.82,0.37,ICMP
85.27.193.227,179.236.31.94,10265,372,UDP,625,0.062151,18.46,33.86,4.17,Normal
83.49.116.234,11.77.203.220,63209,83,ICMP,434,0.080709,11.49,37.77,8.31,Normal
148.57.111.125,98.218.222.50,12808,370,ICMP,1133,0.080903,3.06,370.26,4.51,DDoS
240.131.66.121,118.24.124.237,41888,323,TCP,1337,0.090157,1.73,772.83,0.05,ICMP
71.106.117.157,127.33.26.39,56456,225,UDP,1262,0.076289,15.98,78.97,9.0,FTP
145.32.109.38,122.88.149.191,6335,83,UDP,125,0.03894,5.65,22.12,7.66,ICMP
236.213.102.40,131.99.80.56,17841,118,TCP,1498,0.006338,7.61,196.85,4.93,DDoS
207.178.143.224,206.235.205.118,26133,191,ICMP,986,0.043761,28.71,34.34,0.01,FTP
225.176.12.16,215.89.84.80,27738,285,UDP,476,0.014012,20.33,23.41,8.2,DDoS
27.65.160.36,75.57.252.64,64841,186,TCP,1116,0.048965,6.1,182.95,3.02,Normal
123.196.180.59,164.84.139.215,57002,297,UDP,1316,0.015858,9.05,145.41,6.19,ICMP
106.214.73.106,197.60.227.115,25987,193,TCP,1285,0.094249,8.0,160.62,0.78,DDoS
206.146.151.55,198.130.126.5,3288,26,ICMP,1492,0.012915,0.61,2445.9,2.2,ICMP
45.94.39.70,145.105.40.72,44571,79,TCP,1283,0.059512,27.32,46.96,4.66,DDoS
222.205.173.190,96.99.133.30,47034,322,UDP,1023,0.04423,23.11,44.27,6.26,HTTP
67.173.205.242,172.4.14.245,60926,55,UDP,703,0.097624,0.6,1171.67,9.12,ICMP
192.220.186.134,185.138.220.61,10815,90,TCP,586,0.037934,27.83,21.06,0.47,Normal
113.47.121.219,243.179.58.29,6182,408,TCP,1262,0.073846,9.8,128.78,1.55,DDoS
96.32.81.160,72.153.23.33,7076,96,UDP,1106,0.023243,1.86,594.62,2.52,FTP
68.80.128.14,16.14.22.143,9980,38,UDP,1009,0.018492,7.83,128.86,3.38,HTTP
204.51.250.165,93.78.249.20,24340,23,ICMP,389,0.07774,7.33,53.07,9.82,DDoS
191.22.241.57,14.26.147.96,48345,415,ICMP,760,0.070612,14.28,53.22,5.37,ICMP
109.203.69.98,244.65.206.193,55886,305,UDP,510,0.028838,17.02,29.96,5.7,FTP
75.10.246.70,6.48.150.143,47299,224,ICMP,850,0.039652,24.35,34.91,4.13,Normal
213.129.139.191,4.231.27.172,30247,333,ICMP,1050,0.037573,24.14,43.5,3.37,HTTP
183.26.119.123,67.138.251.10,62332,422,ICMP,656,0.091843,11.75,55.83,4.26,FTP
182.112.253.150,114.133.147.231,10784,333,ICMP,814,0.051768,17.66,46.09,8.42,ICMP
87.221.152.24,124.227.145.78,20250,210,TCP,1407,0.043177,6.39,220.19,4.36,HTTP
64.151.172.22,122.187.140.46,44242,204,TCP,459,0.095606,20.83,22.04,0.76,DDoS
157.219.80.231,75.51.179.96,30152,206,UDP,742,0.08985,10.22,72.6,9.35,FTP
189.173.196.228,167.64.199.45,30047,122,TCP,854,0.056775,29.01,29.44,7.07,ICMP
3.92.101.79,140.82.131.72,32224,87,UDP,324,0.086635,4.69,69.08,9.18,Normal
216.20.146.43,94.28.35.16,15639,101,TCP,1117,0.089958,3.47,321.9,8.18,FTP
95.126.60.116,239.61.174.188,30995,116,UDP,1200,0.046165,8.16,147.06,9.01,DDoS
243.236.128.43,48.29.149.145,16917,402,UDP,539,0.009411,7.05,76.45,5.47,Normal
255.145.101.199,31.207.89.91,36433,49,UDP,904,0.037732,19.51,46.34,0.37,HTTP
10.26.111.162,76.187.185.177,23389,90,ICMP,888,0.092374,21.68,40.96,8.24,DDoS
38.29.161.22,24.35.211.30,3002,75,TCP,1271,0.018337,4.91,258.86,3.06,HTTP
209.237.88.185,146.148.252.83,45293,337,ICMP,1136,0.046261,19.12,59.41,0.17,ICMP
196.97.242.105,60.223.38.153,33485,88,ICMP,522,0.095425,11.15,46.82,4.83,FTP
182.169.109.253,170.20.124.191,8522,126,TCP,918,0.074995,11.88,77.27,9.49,FTP
217.142.251.230,121.136.137.217,52463,417,TCP,681,0.05387,5.03,135.39,6.57,DDoS
77.157.177.177,191.78.205.249,63878,281,UDP,674,0.057473,19.09,35.31,5.59,DDoS
225.134.135.28,122.105.186.86,22896,94,UDP,1320,0.068757,7.66,172.32,8.08,HTTP
171.135.207.115,128.218.85.140,35525,326,ICMP,930,0.042309,9.66,96.27,0.95,DDoS
242.180.1.13,208.113.118.63,18629,210,ICMP,1060,0.051288,24.98,42.43,7.27,HTTP
164.1.238.59,56.137.197.137,16524,235,ICMP,1431,0.057987,0.17,8417.65,9.03,HTTP
128.92.64.42,63.39.141.25,43950,125,UDP,1479,0.091312,0.76,1946.05,4.26,ICMP
83.241.74.136,154.63.118.106,62393,200,ICMP,1177,0.037485,24.41,48.22,8.95,ICMP
52.114.218.53,47.207.56.164,12101,357,TCP,1123,0.058166,4.85,231.55,3.76,DDoS
198.155.64.115,49.57.209.188,22828,20,UDP,516,0.014104,26.26,19.65,2.75,DDoS
244.157.71.228,47.22.94.141,44191,222,UDP,426,0.014095,27.1,15.72,1.66,DDoS
129.53.89.150,86.33.86.219,21499,68,UDP,1446,0.083918,20.61,70.16,2.64,ICMP
77.179.45.5,225.48.84.71,30719,44,UDP,1102,0.067268,25.52,43.18,6.98,HTTP
214.241.169.156,47.192.6.198,61129,308,UDP,1292,0.016702,5.81,222.38,4.7,HTTP
222.190.102.225,182.108.174.70,27340,267,ICMP,1336,0.078494,22.01,60.7,9.28,ICMP
199.13.221.192,34.160.124.186,5903,172,TCP,944,0.091131,10.94,86.29,4.41,DDoS
69.121.155.152,188.67.78.176,29832,114,ICMP,914,0.095803,15.07,60.65,8.43,ICMP
65.238.123.96,182.157.173.152,41676,317,UDP,1102,0.057601,7.44,148.12,7.45,DDoS
139.14.217.78,193.181.218.18,3035,326,UDP,193,0.094825,2.04,94.61,1.93,DDoS
210.243.150.27,55.9.53.147,19524,307,UDP,1016,0.040389,20.26,50.15,5.03,Normal
74.205.126.160,117.78.91.6,33192,177,TCP,998,0.031254,22.47,44.41,7.99,ICMP
